,X,swadesh.english,swadesh.language,swadesh.handshape,swadesh.twohands,swadesh.handpart,swadesh.poa,swadesh.bodypart,swadesh.pmv,swadesh.mmv,swadesh.mmvrepeated,swadesh.dmvhandshape,swadesh.dmvorientation,swadesh.compound,swadesh.shape,swadesh.domhand,swadesh.ndhandshape,swadesh.chandshape,swadesh.twohandsC,swadesh.poac,swadesh.bodypartc,swadesh.pmvc,swadesh.mmvc,swadesh.mmvcrepeated,swadesh.dmvchandshape,swadesh.dmvcorientation,HScollapsed,poabodypartmerge
136,136,leaf,Swedish,L_b,false,tip,NA,Hand,X_right,straight,false,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Hand
137,137,lie,Swedish,5,false,back_of_fingers,NA,Head,UNDEF,UNDEF,true,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Head
138,138,live,Swedish,5,true,palm,Vertical,NA,Y_up,straight,false,false,true,false,UNDEF,right,5,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Vertical
139,139,long,Swedish,1,false,tip,NA,Arm,Z_back,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Arm
140,140,look_for,Swedish,V_nb,false,tip,NA,Head,Y_down,circular,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n2,Head
141,141,man,Swedish,E,false,radial_side,NA,Head,Z_front,straight,false,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Head
142,142,meat,Swedish,S_b,false,heel,NA,Head,X_right,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y0,Head
143,143,moon,Swedish,B,false,radial_side,NA,Head,Y_down,arc,false,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n4,Head
144,144,mother,Swedish,E,false,palm,NA,Torso,Y_up,arc,false,true,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Torso
145,145,mountain,Swedish,S_b,false,heel,NA,Hand,Z_front,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y0,Hand
146,146,name,Swedish,1,false,tip,NA,Hand,Z_front,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Hand
147,147,narrow,Swedish,E,true,palm,Lateral,NA,X_left,straight,false,false,false,false,UNDEF,right,E,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Lateral
148,148,new,Swedish,H,false,radial_side,Vertical,NA,UNDEF,UNDEF,false,true,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n2,Vertical
149,149,night,Swedish,E,true,palm,NA,Head,Y_down,arc,false,false,false,false,UNDEF,right,E,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Head
150,150,not,Swedish,E,true,back_of_palm,Horizontal,NA,X_right,straight,false,false,false,false,UNDEF,right,E,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Horizontal
151,151,old,Swedish,4,false,radial_side,NA,Head,X_right,straight,false,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n4,Head
152,152,other,Swedish,3_b,false,radial_side,Lateral,NA,X_right,straight,false,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y2,Lateral
153,153,person,Swedish,B_b,true,tip,NA,Hand,Y_down,straight,false,false,false,false,UNDEF,right,B_b,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n4,Hand
154,154,pig,Swedish,B_b,false,tip,NA,Hand,UNDEF,UNDEF,true,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n4,Hand
155,155,play,Swedish,E_bnb,true,tip,Lateral,NA,X_right,straight,false,true,false,false,UNDEF,right,E_bnb,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Lateral
156,156,rain,Swedish,5_b,true,tip,Vertical,NA,UNDEF,UNDEF,true,false,true,false,UNDEF,right,5_b,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Vertical
157,157,red,Swedish,1,false,tip,NA,Head,Z_back,straight,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Head
158,158,river,Swedish,5,false,radial_side,NA,Head,Z_front,straight,false,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Head
159,159,salt,Swedish,1,false,ulnar_side,NA,Hand,Y_down,straight,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Hand
160,160,sea,Swedish,E,false,palm,Horizontal,NA,Z_front,arc,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Horizontal
161,161,sharp,Swedish,A,false,tip,NA,Head,Y_down,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y0,Head
162,162,short,Swedish,1_b,true,tip,Lateral,NA,X_left,straight,true,true,false,false,UNDEF,right,1_b,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Lateral
163,163,singing,Swedish,E,true,ulnar_side,NA,Head,Y_down,circular,true,false,false,false,UNDEF,right,E,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Head
164,164,sister,Swedish,1_nb,true,tip,Horizontal,NA,X_right,straight,true,false,false,false,UNDEF,right,1_nb,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Horizontal
165,165,sit,Swedish,V_nb,false,finger_fronts,NA,Hand,Y_down,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n2,Hand
166,166,smooth,Swedish,E,false,palm,NA,Hand,X_right,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Hand
167,167,snake,Swedish,H,false,back_of_palm,NA,Head,UNDEF,UNDEF,true,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n2,Head
168,168,snow,Swedish,5,true,palm,Horizontal,NA,Y_down,straight,false,true,false,false,UNDEF,right,5,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Horizontal
169,169,star,Swedish,1,true,ulnar_side,Lateral,NA,X_right,straight,false,true,false,false,UNDEF,right,1,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Lateral
170,170,stone,Swedish,S_b,false,heel,NA,Hand,X_right,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y0,Hand
171,171,string,Swedish,1,true,tip,Lateral,NA,X_right,straight,false,true,false,false,UNDEF,right,1,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Lateral
172,172,sun,Swedish,E_bnb,false,tip,NA,Head,X_left,straight,false,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Head
173,173,tail,Swedish,L,false,finger_fronts,NA,Hand,Y_up,arc,false,true,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Hand
174,174,thin,Swedish,E_b,true,ulnar_side,Lateral,NA,X_right,straight,false,true,false,false,UNDEF,right,E_b,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Lateral
175,175,tree,Swedish,1,true,finger_fronts,Lateral,NA,Y_up,straight,false,false,true,false,UNDEF,left,1,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Lateral
176,176,vomit,Swedish,5,true,radial_side,NA,Head,Y_down,arc,false,false,false,false,UNDEF,right,5,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Head
177,177,warm,Swedish,E,false,palm,NA,Head,X_right,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Head
178,178,water,Swedish,E_nb,false,radial_side,NA,Head,Y_down,circular,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Head
179,179,wet,Swedish,S,true,ulnar_side,Horizontal,NA,UNDEF,UNDEF,false,false,true,false,UNDEF,right,S,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n0,Horizontal
180,180,what,Swedish,E,true,back_of_palm,Horizontal,NA,X_left,straight,true,false,false,false,UNDEF,right,E,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Horizontal
181,181,when,Swedish,H,false,tip,Horizontal,NA,X_left,straight,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n2,Horizontal
182,182,where,Swedish,1,false,finger_fronts,Vertical,NA,X_left,straight,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Vertical
183,183,white,Swedish,1,false,tip,NA,Hand,UNDEF,UNDEF,false,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Hand
184,184,who,Swedish,V,false,back_of_fingers,Vertical,NA,UNDEF,UNDEF,false,true,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n2,Vertical
185,185,wide,Swedish,E,true,palm,Lateral,NA,X_right,straight,false,false,true,false,UNDEF,right,E,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Lateral
186,186,wife,Swedish,L_eb,false,tip,NA,Hand,UNDEF,UNDEF,false,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Hand
187,187,wind,Swedish,S_b,true,heel,Lateral,NA,X_left,straight,true,false,true,false,UNDEF,right,S_b,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y0,Lateral
188,188,with,Swedish,E,true,palm,Lateral,NA,X_left,straight,false,false,false,false,UNDEF,right,E,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Lateral
189,189,woman,Swedish,B_b,false,radial_side,NA,Hand,UNDEF,UNDEF,false,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n4,Hand
190,190,wood,Swedish,E,false,ulnar_side,NA,Arm,Y_down,straight,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Arm
191,191,work,Swedish,S,false,ulnar_side,NA,Hand,X_left,circular,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n0,Hand
192,192,worm,Swedish,1,false,ulnar_side,NA,Hand,Z_front,straight,false,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Hand
193,193,year,Swedish,1,false,finger_fronts,NA,Hand,Y_down,circular,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Hand
194,194,yellow,Swedish,L_b,false,tip,NA,Hand,Z_front,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Hand
195,195,all,Lithuanian,5,true,radial_side,Lateral,NA,Y_down,arc,false,true,true,false,UNDEF,right,5,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Lateral
196,196,animal,Lithuanian,4_nb,false,tip,NA,Torso,UNDEF,UNDEF,true,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n4,Torso
197,197,bad,Lithuanian,I,false,ulnar_side,Vertical,NA,Z_front,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Vertical
198,198,because,Lithuanian,I,false,ulnar_side,Vertical,NA,Z_front,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Vertical
199,199,bird,Lithuanian,L,false,back_of_palm,NA,Head,UNDEF,UNDEF,true,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Head
200,200,black,Lithuanian,E,false,palm,NA,Head,UNDEF,UNDEF,false,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Head
201,201,blood,Lithuanian,5,false,palm,NA,Hand,Y_down,straight,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Hand
202,202,boring,Lithuanian,U_nb,false,heel,NA,Head,UNDEF,UNDEF,false,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y2,Head
203,203,brother,Lithuanian,1,true,radial_side,Lateral,NA,Z_front,straight,true,false,false,false,UNDEF,right,1,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Lateral
204,204,bug,Lithuanian,5_nb,false,tip,Horizontal,NA,Z_front,straight,false,true,false,false,UNDEF,left,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Horizontal
205,205,cat,Lithuanian,L_enb,true,tip,NA,Head,Z_back,circular,true,false,false,false,UNDEF,right,L_enb,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Head
206,206,child,Lithuanian,Q,false,finger_fronts,Vertical,NA,UNDEF,UNDEF,true,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n2,Vertical
207,207,correct,Lithuanian,L_enb,true,ulnar_side,Vertical,NA,Z_front,straight,false,false,true,false,UNDEF,right,L_enb,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Vertical
208,208,count,Lithuanian,5_b,true,back_of_fingers,Lateral,NA,X_left,UNDEF,true,true,false,false,UNDEF,right,5_b,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Lateral
209,209,dance,Lithuanian,V,true,finger_fronts,Vertical,NA,UNDEF,UNDEF,true,false,true,false,UNDEF,right,V,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n2,Vertical
210,210,day,Lithuanian,5_b,true,palm,Lateral,NA,Y_down,straight,false,true,false,false,UNDEF,right,5_b,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Lateral
211,211,die,Lithuanian,5,false,radial_side,NA,Hand,Z_back,straight,false,false,false,true,UNDEF,right,UNDEF,5,false,Horizontal,UNDEF,Y_down,UNDEF,false,false,true,y4,Hand
212,212,dirty,Lithuanian,S_b,false,heel,NA,Head,X_left,circular,true,false,false,true,UNDEF,right,UNDEF,5,false,UNDEF,palm,Y_down,straight,true,false,false,y0,Head
213,213,dog,Lithuanian,L_nb,false,tip,NA,Head,Y_down,straight,false,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Head
214,214,dry,Lithuanian,S_b,true,heel,Horizontal,NA,X_left,circular,true,false,false,false,UNDEF,right,S_b,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y0,Horizontal
215,215,dust,Lithuanian,M_eb,false,tip,NA,Hand,UNDEF,UNDEF,false,false,true,true,UNDEF,left,UNDEF,S,false,Horizontal,UNDEF,Z_back,circular,true,false,false,y1,Hand
216,216,earth,Lithuanian,5,false,palm,NA,Hand,UNDEF,UNDEF,true,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Hand
217,217,egg,Lithuanian,1_b,false,tip,NA,Head,Z_back,straight,false,false,false,true,UNDEF,right,UNDEF,B_b,true,Lateral,UNDEF,X_left,straight,true,false,false,y1,Head
218,218,father,Lithuanian,H,false,radial_side,NA,Head,Y_down,arc,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n2,Head
219,219,feather,Lithuanian,B,true,palm,Horizontal,NA,UNDEF,UNDEF,true,false,true,true,UNDEF,right,B,L_eb,false,UNDEF,forearm_back,Y_up,straight,false,false,false,n4,Horizontal
220,220,fire,Lithuanian,V,true,finger_fronts,Vertical,NA,Y_up,circular,true,false,true,false,UNDEF,right,V,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n2,Vertical
221,221,fish,Lithuanian,E,false,ulnar_side,Horizontal,NA,X_left,straight,false,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Horizontal
222,222,flower,Lithuanian,7_enb,false,tip,NA,Head,UNDEF,UNDEF,true,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Head
223,223,full,Lithuanian,E,false,palm,NA,Hand,Z_front,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Hand
224,224,good,Lithuanian,A,false,finger_fronts,Vertical,NA,Z_front,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y0,Vertical
225,225,grass,Lithuanian,5_b,true,tip,NA,Head,Y_up,straight,false,false,false,true,UNDEF,right,5_b,5_b,true,Horizontal,UNDEF,Y_down,straight,true,false,false,y4,Head
226,226,grease,Lithuanian,E,false,finger_fronts,NA,Hand,Z_back,straight,true,true,false,false,UNDEF,left,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Hand
227,227,green,Lithuanian,A,false,tip,NA,Head,Y_down,straight,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y0,Head
228,228,heavy,Lithuanian,1_nb,false,tip,NA,Head,UNDEF,UNDEF,true,false,true,false,UNDEF,left,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Head
229,229,how,Lithuanian,5,true,palm,Lateral,NA,UNDEF,UNDEF,false,false,true,false,UNDEF,right,5,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Lateral
230,230,husband,Lithuanian,L_enb,false,tip,NA,Hand,X_left,arc,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Hand
231,231,ice,Lithuanian,S_b,true,heel,Lateral,NA,X_left,arc,true,false,false,true,UNDEF,right,S_b,E_b,false,UNDEF,radial_side,Z_front,straight,false,false,false,y0,Lateral
232,232,if,Lithuanian,A,false,radial_side,NA,Head,UNDEF,UNDEF,true,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y0,Head
233,233,kill,Lithuanian,H,false,radial_side,NA,Hand,Y_up,straight,false,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n2,Hand
234,234,laugh,Lithuanian,V_nb,false,tip,NA,Head,UNDEF,UNDEF,true,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n2,Head
235,235,leaf,Lithuanian,L_b,false,tip,NA,Hand,Z_front,straight,false,true,true,false,UNDEF,left,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Hand
236,236,lie,Lithuanian,1,false,tip,NA,Head,UNDEF,UNDEF,true,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Head
237,237,live,Lithuanian,E,false,radial_side,NA,Torso,Z_back,straight,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Torso
238,238,long,Lithuanian,1,true,finger_fronts,Lateral,NA,X_right,straight,false,false,false,false,UNDEF,right,1,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Lateral
239,239,look_for,Lithuanian,V_nb,true,tip,Vertical,NA,Y_down,circular,true,false,false,false,UNDEF,right,V_nb,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n2,Vertical
240,240,man,Lithuanian,B,false,ulnar_side,NA,Head,Y_down,straight,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n4,Head
241,241,meat,Lithuanian,1,false,tip,NA,Hand,Z_back,straight,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Hand
242,242,moon,Lithuanian,L_b,false,tip,Vertical,NA,Y_down,arc,false,true,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Vertical
243,243,mother,Lithuanian,E,false,radial_side,NA,Head,Z_back,arc,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Head
244,244,mountain,Lithuanian,5,true,palm,Horizontal,NA,Y_down,arc,true,false,true,false,UNDEF,right,5,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Horizontal
245,245,name,Lithuanian,A,false,tip,NA,Head,X_right,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y0,Head
246,246,narrow,Lithuanian,E,true,ulnar_side,Horizontal,NA,Z_front,straight,false,false,false,false,UNDEF,right,E,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Horizontal
247,247,new,Lithuanian,E,false,back_of_palm,NA,Hand,Y_up,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Hand
248,248,night,Lithuanian,5,true,palm,NA,Head,Y_down,arc,false,true,false,false,UNDEF,right,5,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Head
249,249,not,Lithuanian,B,false,palm,Vertical,NA,X_right,straight,false,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n4,Vertical
250,250,old,Lithuanian,S_b,false,heel,NA,Head,Y_down,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y0,Head
251,251,other,Lithuanian,1,false,back_of_fingers,Vertical,NA,UNDEF,UNDEF,false,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Vertical
252,252,person,Lithuanian,L_nb,false,ulnar_side,Horizontal,NA,Y_down,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Horizontal
253,253,pig,Lithuanian,1,false,tip,NA,Hand,Z_back,straight,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Hand
254,254,play,Lithuanian,E_b,true,back_of_palm,Horizontal,NA,Y_up,straight,true,false,false,false,UNDEF,right,E_b,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Horizontal
255,255,rain,Lithuanian,1_nb,true,tip,Horizontal,NA,UNDEF,UNDEF,true,false,true,false,UNDEF,right,1_nb,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Horizontal
256,256,red,Lithuanian,1,false,tip,NA,Head,UNDEF,UNDEF,true,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Head
257,257,river,Lithuanian,L_nb,false,tip,Horizontal,NA,X_left,straight,false,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Horizontal
258,258,salt,Lithuanian,E_b,false,tip,Horizontal,NA,Z_back,circular,true,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Horizontal
259,259,sea,Lithuanian,Y,false,ulnar_side,Vertical,NA,Y_down,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Vertical
260,260,sharp,Lithuanian,B_b,false,ulnar_side,NA,Head,Y_down,straight,false,false,false,false,UNDEF,left,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n4,Head
261,261,short,Lithuanian,E,true,palm,Horizontal,NA,UNDEF,UNDEF,false,false,true,false,UNDEF,right,E,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Horizontal
262,262,singing,Lithuanian,1,true,radial_side,Vertical,NA,X_left,straight,true,false,true,false,UNDEF,right,1,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Vertical
263,263,sister,Lithuanian,1,true,radial_side,Lateral,NA,Z_front,straight,true,false,false,false,UNDEF,right,1,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Lateral
264,264,sit,Lithuanian,V_nb,false,tip,Horizontal,NA,Y_down,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n2,Horizontal
265,265,smooth,Lithuanian,B_b,false,radial_side,NA,Hand,Z_front,UNDEF,false,false,false,false,UNDEF,right,UNDEF,B_b,true,Lateral,UNDEF,X_right,straight,false,false,false,n4,Hand
266,266,snake,Lithuanian,V,false,back_of_palm,NA,Head,Z_front,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n2,Head
